1862.249,-0.618,-0.727,-0.530,-0.833,-0.404,-1.309,0.073,-0.864,-0.386,-1.355,0.107
1862.332,-0.326,-0.444,-0.239,-0.546,-0.107,-0.726,0.073,-0.571,-0.087,-0.796,0.139
1862.415,-0.337,-0.444,-0.253,-0.553,-0.121,-0.680,0.006,-0.576,-0.104,-0.756,0.078
1862.498,-0.443,-0.536,-0.366,-0.644,-0.243,-0.724,-0.163,-0.659,-0.223,-0.796,-0.085
1862.581,-0.342,-0.438,-0.244,-0.557,-0.126,-0.683,-0.001,-0.572,-0.107,-0.752,0.074
1862.664,-0.615,-0.725,-0.528,-0.822,-0.408,-0.926,-0.303,-0.848,-0.392,-1.006,-0.233
1862.747,-0.302,-0.410,-0.199,-0.498,-0.105,-0.680,0.076,-0.523,-0.080,-0.739,0.137
1862.83,-0.420,-0.550,-0.306,-0.622,-0.219,-1.014,0.173,-0.656,-0.186,-1.057,0.218
1862.913,-1.053,-1.187,-0.964,-1.275,-0.832,-1.772,-0.335,-1.316,-0.815,-1.824,-0.302
1862.996,-1.353,-1.495,-1.234,-1.563,-1.142,-2.302,-0.403,-1.605,-1.105,-2.335,-0.372
1863.083,0.571,0.458,0.681,0.338,0.804,-0.425,1.566,0.310,0.829,-0.459,1.599
1863.166,0.128,0.010,0.249,-0.100,0.356,-0.923,1.179,-0.131,0.381,-0.957,1.207
1863.249,-0.383,-0.493,-0.293,-0.605,-0.160,-1.079,0.313,-0.635,-0.141,-1.126,0.351
1863.332,-0.244,-0.379,-0.171,-0.459,-0.029,-0.688,0.200,-0.497,-0.017,-0.760,0.250
1863.415,-0.093,-0.205,-0.008,-0.299,0.113,-0.425,0.239,-0.325,0.132,-0.499,0.307
1863.498,-0.312,-0.436,-0.216,-0.536,-0.088,-0.621,-0.003,-0.557,-0.064,-0.706,0.086
1863.581,-0.517,-0.656,-0.397,-0.731,-0.303,-0.923,-0.111,-0.758,-0.274,-0.988,-0.043
1863.664,-0.256,-0.388,-0.152,-0.474,-0.039,-0.593,0.080,-0.503,-0.023,-0.675,0.151
1863.747,-0.129,-0.265,-0.009,-0.343,0.086,-0.581,0.323,-0.375,0.119,-0.643,0.388
1863.83,-0.511,-0.608,-0.403,-0.738,-0.284,-1.064,0.042,-0.771,-0.260,-1.124,0.094
1863.913,-0.371,-0.498,-0.266,-0.598,-0.143,-1.010,0.268,-0.632,-0.124,-1.064,0.311
1863.996,-0.235,-0.371,-0.124,-0.446,-0.024,-1.126,0.655,-0.486,0.011,-1.161,0.689
1864.083,-1.108,-1.206,-1.006,-1.337,-0.879,-2.114,-0.102,-1.363,-0.859,-2.148,-0.073
1864.166,-0.695,-0.791,-0.590,-0.922,-0.467,-1.705,0.316,-0.946,-0.440,-1.734,0.349
1864.249,-0.553,-0.658,-0.464,-0.775,-0.331,-1.226,0.120,-0.799,-0.311,-1.270,0.161
1864.332,-0.545,-0.637,-0.481,-0.756,-0.333,-0.944,-0.145,-0.777,-0.321,-1.008,-0.088
1864.415,-0.551,-0.677,-0.461,-0.756,-0.345,-0.952,-0.149,-0.792,-0.328,-1.023,-0.095
1864.498,0.209,0.118,0.292,0.000,0.418,-0.081,0.499,-0.017,0.436,-0.158,0.578
1864.581,0.101,-0.009,0.196,-0.107,0.309,-0.270,0.472,-0.129,0.336,-0.333,0.542
1864.664,0.063,-0.056,0.157,-0.149,0.275,-0.254,0.380,-0.178,0.295,-0.336,0.455
1864.747,-0.400,-0.514,-0.288,-0.612,-0.189,-0.835,0.034,-0.639,-0.164,-0.896,0.094
